7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8
1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9
6,6,6,6,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8,8,8
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,7,7
